frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,y,x,latitude,longitude,cell,time_cell
0,1,3.016224122447537,142.95544486436185,394,0.6,1,2019-11-01 01:00:00,2019-11-01 01:00:00,3.016224122447537,142.95544486436185,44.51807668566535,11.857304017177581,1,0 days 00:00:00
1,1,3.00492788233421,142.45238425176333,386,0.6,2,2019-11-01 02:00:00,2019-11-01 02:00:00,3.00492788233421,142.45238425176333,44.51800898559619,11.854287161929614,1,0 days 01:00:00
2,1,3.00492788233421,142.45238425176333,386,0.6,3,2019-11-01 03:00:00,2019-11-01 03:00:00,3.00492788233421,142.45238425176333,44.51800898559619,11.854287161929614,1,0 days 02:00:00
3,1,3.00492788233421,142.45238425176333,386,0.6,4,2019-11-01 04:00:00,2019-11-01 04:00:00,3.00492788233421,142.45238425176333,44.51800898559619,11.854287161929614,1,0 days 03:00:00
4,1,3.00492788233421,142.45238425176333,386,0.6,5,2019-11-01 05:00:00,2019-11-01 05:00:00,3.00492788233421,142.45238425176333,44.51800898559619,11.854287161929614,1,0 days 04:00:00
5,1,3.00492788233421,142.45238425176333,386,0.6,6,2019-11-01 06:00:00,2019-11-01 06:00:00,3.00492788233421,142.45238425176333,44.51800898559619,11.854287161929614,1,0 days 05:00:00
10,1,8.778914556216963,10.209052188460968,468,0.6,7,2019-11-01 11:00:00,2019-11-01 11:00:00,8.778914556216963,10.209052188460968,44.552613357785546,11.061223701280126,2,0 days 00:00:00
10,2,3.1876544600214594,136.44847691561355,503,0.6,8,2019-11-01 11:00:00,2019-11-01 11:00:00,3.1876544600214594,136.44847691561355,44.51910409351041,11.818281720633365,1,0 days 10:00:00
10,3,546.9770009269282,63.751117114818044,10689,0.6,9,2019-11-01 11:00:00,2019-11-01 11:00:00,546.9770009269282,63.751117114818044,47.77811558774701,11.382315544916448,3,0 days 00:00:00
11,1,8.370922482521141,16.294467758808196,698,0.6,10,2019-11-01 12:00:00,2019-11-01 12:00:00,8.370922482521141,16.294467758808196,44.550168199809626,11.09771794757906,2,0 days 01:00:00
11,2,2.5465108064800543,135.4957699566884,375,0.6,11,2019-11-01 12:00:00,2019-11-01 12:00:00,2.5465108064800543,135.4957699566884,44.51526162298405,11.812568335572344,1,0 days 11:00:00
11,3,238.09021434563692,162.52803029257575,1247,0.6,12,2019-11-01 12:00:00,2019-11-01 12:00:00,238.09021434563692,162.52803029257575,45.92691053118104,11.97468084133479,4,0 days 00:00:00
11,4,531.596111192386,80.86274503422737,15424,0.6,13,2019-11-01 12:00:00,2019-11-01 12:00:00,531.596111192386,80.86274503422737,47.68593559789957,11.484934003203762,3,0 days 01:00:00
12,3,225.54044523862822,176.60277795098895,1156,0.6,14,2019-11-01 13:00:00,2019-11-01 13:00:00,225.54044523862822,176.60277795098895,45.85169787386164,12.059087124143861,4,0 days 01:00:00
12,4,506.70588681966683,133.53082499503327,21882,0.6,15,2019-11-01 13:00:00,2019-11-01 13:00:00,506.70588681966683,133.53082499503327,47.53676473265212,11.800784557691355,3,0 days 02:00:00
13,4,205.89195133617295,196.13655483201214,5036,0.6,16,2019-11-01 14:00:00,2019-11-01 14:00:00,205.89195133617295,196.13655483201214,45.73394148917227,12.17623121338538,4,0 days 02:00:00
13,5,187.72028724885328,117.24432120974593,376,0.6,17,2019-11-01 14:00:00,2019-11-01 14:00:00,187.72028724885328,117.24432120974593,45.625035968101,11.703114370073438,5,0 days 00:00:00
13,6,230.10542328061763,56.49538559662958,517,0.6,18,2019-11-01 14:00:00,2019-11-01 14:00:00,230.10542328061763,56.49538559662958,45.879056475140686,11.338802912123715,6,0 days 00:00:00
13,7,484.6172294684557,145.77176005821184,14303,0.6,19,2019-11-01 14:00:00,2019-11-01 14:00:00,484.6172294684557,145.77176005821184,47.404384080718486,11.874193463617463,3,0 days 03:00:00
13,8,561.7811103991261,331.4745613964029,9910,0.6,20,2019-11-01 14:00:00,2019-11-01 14:00:00,561.7811103991261,331.4745613964029,47.866838846570104,12.987853441657588,7,0 days 00:00:00
14,3,190.24016686320007,200.32853510684467,6514,0.6,21,2019-11-01 15:00:00,2019-11-01 15:00:00,190.24016686320007,200.32853510684467,45.64013798633767,12.20137052537838,4,0 days 03:00:00
15,1,5.779178428590973,129.88755875568768,834,0.6,22,2019-11-01 16:00:00,2019-11-01 16:00:00,5.779178428590973,129.88755875568768,44.53463548715765,11.77893588459183,8,0 days 00:00:00
15,2,183.03975977153536,212.66673993289078,3432,0.6,23,2019-11-01 16:00:00,2019-11-01 16:00:00,183.03975977153536,212.66673993289078,45.59698486164448,12.275362758218234,4,0 days 04:00:00
16,1,35.99877116148205,152.65372632218643,12826,0.6,24,2019-11-01 17:00:00,2019-11-01 17:00:00,35.99877116148205,152.65372632218643,44.715746060043124,11.91546462562031,8,0 days 01:00:00
16,2,182.50669404795627,180.50581529075592,3521,0.6,25,2019-11-01 17:00:00,2019-11-01 17:00:00,182.50669404795627,180.50581529075592,45.59379011843809,12.082493644922074,4,0 days 05:00:00
16,4,534.074903525561,334.53763059192175,32578,0.6,26,2019-11-01 17:00:00,2019-11-01 17:00:00,534.074903525561,334.53763059192175,47.700791373868945,13.006222672215424,9,0 days 00:00:00
17,1,14.10888883305586,21.172514791442975,1535,0.6,27,2019-11-01 18:00:00,2019-11-01 18:00:00,14.10888883305586,21.172514791442975,44.58455669677345,11.126971602947185,10,0 days 00:00:00
17,2,29.726385333943828,205.07481809872903,12806,0.6,28,2019-11-01 18:00:00,2019-11-01 18:00:00,29.726385333943828,205.07481809872903,44.67815470662466,12.229833991596575,8,0 days 02:00:00
17,3,184.94685480007107,125.87118798554224,618,0.6,29,2019-11-01 18:00:00,2019-11-01 18:00:00,184.94685480007107,125.87118798554224,45.60841436952098,11.754849703061723,4,0 days 06:00:00
17,6,515.9633992511701,405.4701645030539,49728,0.6,30,2019-11-01 18:00:00,2019-11-01 18:00:00,515.9633992511701,405.4701645030539,47.592246399621736,13.431605184426111,11,0 days 00:00:00
